Treatment,Env,Line,seedwt,TreatmentName,seedwtzeros,water,fertilizer,spacing,stress_intensity
1,8,Mo352,0,PAC,0,drought,lowN,dense,3
2,8,Mo352,,UCN,0,drought,lowN,dense,3
3,8,Mo352,0,PCZ,0,drought,lowN,dense,3
4,8,Mo352,3.649,GA,3.649,drought,lowN,dense,3
5,8,Mo352,3.797,PACGA,3.797,drought,lowN,dense,3
6,8,Mo352,0,nohormone,0,drought,lowN,dense,3
1,8,Mo17,3.358,PAC,3.358,drought,lowN,dense,3
2,8,Mo17,,UCN,0,drought,lowN,dense,3
3,8,Mo17,,PCZ,0,drought,lowN,dense,3
4,8,Mo17,0,GA,0,drought,lowN,dense,3
5,8,Mo17,,PACGA,0,drought,lowN,dense,3
6,8,Mo17,,nohormone,0,drought,lowN,dense,3
1,7,Oh7B,,PAC,0,drought,lowN,regular,2
2,7,Oh7B,,UCN,0,drought,lowN,regular,2
3,7,Oh7B,,PCZ,0,drought,lowN,regular,2
4,7,Oh7B,,GA,0,drought,lowN,regular,2
5,7,Oh7B,,PACGA,0,drought,lowN,regular,2
6,7,Oh7B,0,nohormone,0,drought,lowN,regular,2
1,7,B73,,PAC,0,drought,lowN,regular,2
2,7,B73,,UCN,0,drought,lowN,regular,2
3,7,B73,,PCZ,0,drought,lowN,regular,2
4,7,B73,,GA,0,drought,lowN,regular,2
5,7,B73,3.937,PACGA,3.937,drought,lowN,regular,2
6,7,B73,3.924,nohormone,3.924,drought,lowN,regular,2
1,8,Oh7B,,PAC,0,drought,lowN,dense,3
2,8,Oh7B,,UCN,0,drought,lowN,dense,3
3,8,Oh7B,,PCZ,0,drought,lowN,dense,3
4,8,Oh7B,,GA,0,drought,lowN,dense,3
5,8,Oh7B,,PACGA,0,drought,lowN,dense,3
6,8,Oh7B,,nohormone,0,drought,lowN,dense,3
1,8,B73,,PAC,0,drought,lowN,dense,3
2,8,B73,,UCN,0,drought,lowN,dense,3
3,8,B73,,PCZ,0,drought,lowN,dense,3
4,8,B73,,GA,0,drought,lowN,dense,3
5,8,B73,,PACGA,0,drought,lowN,dense,3
6,8,B73,,nohormone,0,drought,lowN,dense,3
1,7,Mo276,3.476,PAC,3.476,drought,lowN,regular,2
2,7,Mo276,0,UCN,0,drought,lowN,regular,2
3,7,Mo276,0,PCZ,0,drought,lowN,regular,2
4,7,Mo276,3.726,GA,3.726,drought,lowN,regular,2
5,7,Mo276,4.629,PACGA,4.629,drought,lowN,regular,2
6,7,Mo276,,nohormone,0,drought,lowN,regular,2
1,7,CML103,3.017,PAC,3.017,drought,lowN,regular,2
2,7,CML103,3.017,UCN,3.017,drought,lowN,regular,2
3,7,CML103,3.594,PCZ,3.594,drought,lowN,regular,2
4,7,CML103,3.373,GA,3.373,drought,lowN,regular,2
5,7,CML103,0,PACGA,0,drought,lowN,regular,2
6,7,CML103,3.474,nohormone,3.474,drought,lowN,regular,2
1,7,B73,3.879,PAC,3.879,drought,lowN,regular,2
2,7,B73,5.093,UCN,5.093,drought,lowN,regular,2
3,7,B73,4.29,PCZ,4.29,drought,lowN,regular,2
4,7,B73,,GA,0,drought,lowN,regular,2
5,7,B73,5.022,PACGA,5.022,drought,lowN,regular,2
6,7,B73,0,nohormone,0,drought,lowN,regular,2
1,8,Mo276,0,PAC,0,drought,lowN,dense,3
2,8,Mo276,0,UCN,0,drought,lowN,dense,3
3,8,Mo276,,PCZ,0,drought,lowN,dense,3
4,8,Mo276,,GA,0,drought,lowN,dense,3
5,8,Mo276,0,PACGA,0,drought,lowN,dense,3
6,8,Mo276,0,nohormone,0,drought,lowN,dense,3
1,8,CML103,2.528,PAC,2.528,drought,lowN,dense,3
2,8,CML103,0,UCN,0,drought,lowN,dense,3
3,8,CML103,3.099,PCZ,3.099,drought,lowN,dense,3
4,8,CML103,3.119,GA,3.119,drought,lowN,dense,3
5,8,CML103,2.883,PACGA,2.883,drought,lowN,dense,3
6,8,CML103,3.195,nohormone,3.195,drought,lowN,dense,3
1,8,B73,,PAC,0,drought,lowN,dense,3
2,8,B73,5.532,UCN,5.532,drought,lowN,dense,3
3,8,B73,,PCZ,0,drought,lowN,dense,3
4,8,B73,,GA,0,drought,lowN,dense,3
5,8,B73,,PACGA,0,drought,lowN,dense,3
6,8,B73,0,nohormone,0,drought,lowN,dense,3
1,7,Mo352,0,PAC,0,drought,lowN,regular,2
2,7,Mo352,3.476,UCN,3.476,drought,lowN,regular,2
3,7,Mo352,,PCZ,0,drought,lowN,regular,2
4,7,Mo352,,GA,0,drought,lowN,regular,2
5,7,Mo352,,PACGA,0,drought,lowN,regular,2
6,7,Mo352,,nohormone,0,drought,lowN,regular,2
1,7,CML103,3.778,PAC,3.778,drought,lowN,regular,2
2,7,CML103,4.082,UCN,4.082,drought,lowN,regular,2
3,7,CML103,0,PCZ,0,drought,lowN,regular,2
4,7,CML103,3.237,GA,3.237,drought,lowN,regular,2
5,7,CML103,0,PACGA,0,drought,lowN,regular,2
6,7,CML103,3.944,nohormone,3.944,drought,lowN,regular,2
1,7,Mo017,3.678,PAC,3.678,drought,lowN,regular,2
2,7,Mo017,,UCN,0,drought,lowN,regular,2
3,7,Mo017,4.17,PCZ,4.17,drought,lowN,regular,2
4,7,Mo017,3.729,GA,3.729,drought,lowN,regular,2
5,7,Mo017,,PACGA,0,drought,lowN,regular,2
6,7,Mo017,2.378,nohormone,2.378,drought,lowN,regular,2
1,8,Mo352,,PAC,0,drought,lowN,dense,3
2,8,Mo352,,UCN,0,drought,lowN,dense,3
3,8,Mo352,,PCZ,0,drought,lowN,dense,3
4,8,Mo352,0,GA,0,drought,lowN,dense,3
5,8,Mo352,,PACGA,0,drought,lowN,dense,3
6,8,Mo352,,nohormone,0,drought,lowN,dense,3
1,8,CML103,0,PAC,0,drought,lowN,dense,3
2,8,CML103,0,UCN,0,drought,lowN,dense,3
3,8,CML103,,PCZ,0,drought,lowN,dense,3
4,8,CML103,,GA,0,drought,lowN,dense,3
5,8,CML103,0,PACGA,0,drought,lowN,dense,3
6,8,CML103,3.465,nohormone,3.465,drought,lowN,dense,3
1,8,Mo017,,PAC,0,drought,lowN,dense,3
2,8,Mo017,,UCN,0,drought,lowN,dense,3
3,8,Mo017,,PCZ,0,drought,lowN,dense,3
4,8,Mo017,,GA,0,drought,lowN,dense,3
5,8,Mo017,,PACGA,0,drought,lowN,dense,3
6,8,Mo017,,nohormone,0,drought,lowN,dense,3
1,7,Oh43,2.681,PAC,2.681,drought,lowN,regular,2
2,7,Oh43,3.304,UCN,3.304,drought,lowN,regular,2
3,7,Oh43,,PCZ,0,drought,lowN,regular,2
4,7,Oh43,,GA,0,drought,lowN,regular,2
5,7,Oh43,3.232,PACGA,3.232,drought,lowN,regular,2
6,7,Oh43,4.042,nohormone,4.042,drought,lowN,regular,2
1,7,Mo352,5.201,PAC,5.201,drought,lowN,regular,2
2,7,Mo352,4.679,UCN,4.679,drought,lowN,regular,2
3,7,Mo352,3.832,PCZ,3.832,drought,lowN,regular,2
4,7,Mo352,4.981,GA,4.981,drought,lowN,regular,2
5,7,Mo352,4.094,PACGA,4.094,drought,lowN,regular,2
6,7,Mo352,5.571,nohormone,5.571,drought,lowN,regular,2
1,7,Mo017,3.691,PAC,3.691,drought,lowN,regular,2
2,7,Mo017,3.688,UCN,3.688,drought,lowN,regular,2
3,7,Mo017,2.906,PCZ,2.906,drought,lowN,regular,2
4,7,Mo017,3.942,GA,3.942,drought,lowN,regular,2
5,7,Mo017,3.192,PACGA,3.192,drought,lowN,regular,2
6,7,Mo017,3.48,nohormone,3.48,drought,lowN,regular,2
1,8,Mo352,3.731,PAC,3.731,drought,lowN,dense,3
2,8,Mo352,,UCN,0,drought,lowN,dense,3
3,8,Mo352,,PCZ,0,drought,lowN,dense,3
4,8,Mo352,,GA,0,drought,lowN,dense,3
5,8,Mo352,,PACGA,0,drought,lowN,dense,3
6,8,Mo352,,nohormone,0,drought,lowN,dense,3
1,8,Mo017,,PAC,0,drought,lowN,dense,3
2,8,Mo017,,UCN,0,drought,lowN,dense,3
3,8,Mo017,,PCZ,0,drought,lowN,dense,3
4,8,Mo017,0,GA,0,drought,lowN,dense,3
5,8,Mo017,,PACGA,0,drought,lowN,dense,3
6,8,Mo017,3.921,nohormone,3.921,drought,lowN,dense,3
1,7,Oh7B,0,PAC,0,drought,lowN,regular,2
2,7,Oh7B,0,UCN,0,drought,lowN,regular,2
3,7,Oh7B,,PCZ,0,drought,lowN,regular,2
4,7,Oh7B,,GA,0,drought,lowN,regular,2
5,7,Oh7B,,PACGA,0,drought,lowN,regular,2
6,7,Oh7B,,nohormone,0,drought,lowN,regular,2
1,7,B73,4.352,PAC,4.352,drought,lowN,regular,2
2,7,B73,3.487,UCN,3.487,drought,lowN,regular,2
3,7,B73,0,PCZ,0,drought,lowN,regular,2
4,7,B73,3.758,GA,3.758,drought,lowN,regular,2
5,7,B73,,PACGA,0,drought,lowN,regular,2
6,7,B73,4.758,nohormone,4.758,drought,lowN,regular,2
1,8,Oh7B,3.845,PAC,3.845,drought,lowN,dense,3
2,8,Oh7B,,UCN,0,drought,lowN,dense,3
3,8,Oh7B,2.792,PCZ,2.792,drought,lowN,dense,3
4,8,Oh7B,0,GA,0,drought,lowN,dense,3
5,8,Oh7B,,PACGA,0,drought,lowN,dense,3
6,8,Oh7B,,nohormone,0,drought,lowN,dense,3
1,8,B73,,PAC,0,drought,lowN,dense,3
2,8,B73,,UCN,0,drought,lowN,dense,3
3,8,B73,,PCZ,0,drought,lowN,dense,3
4,8,B73,,GA,0,drought,lowN,dense,3
5,8,B73,,PACGA,0,drought,lowN,dense,3
6,8,B73,,nohormone,0,drought,lowN,dense,3
1,7,Mo360,4.472,PAC,4.472,drought,lowN,regular,2
2,7,Mo360,4.107,UCN,4.107,drought,lowN,regular,2
3,7,Mo360,0,PCZ,0,drought,lowN,regular,2
4,7,Mo360,2.569,GA,2.569,drought,lowN,regular,2
5,7,Mo360,3.927,PACGA,3.927,drought,lowN,regular,2
6,7,Mo360,3.706,nohormone,3.706,drought,lowN,regular,2
1,7,LH132,,PAC,0,drought,lowN,regular,2
2,7,LH132,,UCN,0,drought,lowN,regular,2
3,7,LH132,,PCZ,0,drought,lowN,regular,2
4,7,LH132,,GA,0,drought,lowN,regular,2
5,7,LH132,,PACGA,0,drought,lowN,regular,2
6,7,LH132,,nohormone,0,drought,lowN,regular,2
1,7,B73,0,PAC,0,drought,lowN,regular,2
2,7,B73,,UCN,0,drought,lowN,regular,2
3,7,B73,,PCZ,0,drought,lowN,regular,2
4,7,B73,,GA,0,drought,lowN,regular,2
5,7,B73,,PACGA,0,drought,lowN,regular,2
6,7,B73,0,nohormone,0,drought,lowN,regular,2
1,8,Mo360,3.748,PAC,3.748,drought,lowN,dense,3
2,8,Mo360,,UCN,0,drought,lowN,dense,3
3,8,Mo360,3.882,PCZ,3.882,drought,lowN,dense,3
4,8,Mo360,0,GA,0,drought,lowN,dense,3
5,8,Mo360,2.925,PACGA,2.925,drought,lowN,dense,3
6,8,Mo360,4.031,nohormone,4.031,drought,lowN,dense,3
1,8,LH132,,PAC,0,drought,lowN,dense,3
2,8,LH132,,UCN,0,drought,lowN,dense,3
3,8,LH132,,PCZ,0,drought,lowN,dense,3
4,8,LH132,,GA,0,drought,lowN,dense,3
5,8,LH132,,PACGA,0,drought,lowN,dense,3
6,8,LH132,,nohormone,0,drought,lowN,dense,3
1,8,B73,,PAC,0,drought,lowN,dense,3
2,8,B73,,UCN,0,drought,lowN,dense,3
3,8,B73,,PCZ,0,drought,lowN,dense,3
4,8,B73,,GA,0,drought,lowN,dense,3
5,8,B73,,PACGA,0,drought,lowN,dense,3
6,8,B73,,nohormone,0,drought,lowN,dense,3
1,7,LH132,,PAC,0,drought,lowN,regular,2
2,7,LH132,,UCN,0,drought,lowN,regular,2
3,7,LH132,,PCZ,0,drought,lowN,regular,2
4,7,LH132,,GA,0,drought,lowN,regular,2
5,7,LH132,,PACGA,0,drought,lowN,regular,2
6,7,LH132,,nohormone,0,drought,lowN,regular,2
1,7,Oh43,,PAC,0,drought,lowN,regular,2
2,7,Oh43,,UCN,0,drought,lowN,regular,2
3,7,Oh43,,PCZ,,drought,lowN,regular,2
4,7,Oh43,0,GA,0,drought,lowN,regular,2
5,7,Oh43,0,PACGA,0,drought,lowN,regular,2
6,7,Oh43,,nohormone,0,drought,lowN,regular,2
1,7,Mo276,0,PAC,0,drought,lowN,regular,2
2,7,Mo276,,UCN,0,drought,lowN,regular,2
3,7,Mo276,0,PCZ,0,drought,lowN,regular,2
4,7,Mo276,0,GA,0,drought,lowN,regular,2
5,7,Mo276,0,PACGA,0,drought,lowN,regular,2
6,7,Mo276,4.567,nohormone,4.567,drought,lowN,regular,2
1,8,LH132,,PAC,0,drought,lowN,dense,3
2,8,LH132,,UCN,0,drought,lowN,dense,3
3,8,LH132,,PCZ,0,drought,lowN,dense,3
4,8,LH132,,GA,0,drought,lowN,dense,3
5,8,LH132,,PACGA,0,drought,lowN,dense,3
6,8,LH132,,nohormone,0,drought,lowN,dense,3
1,8,Mo276,,PAC,0,drought,lowN,dense,3
2,8,Mo276,0,UCN,0,drought,lowN,dense,3
3,8,Mo276,0,PCZ,0,drought,lowN,dense,3
4,8,Mo276,,GA,0,drought,lowN,dense,3
5,8,Mo276,0,PACGA,0,drought,lowN,dense,3
6,8,Mo276,,nohormone,0,drought,lowN,dense,3
1,7,Mo287,5.857,PAC,5.857,drought,lowN,regular,2
2,7,Mo287,,UCN,0,drought,lowN,regular,2
3,7,Mo287,,PCZ,0,drought,lowN,regular,2
4,7,Mo287,3.173,GA,3.173,drought,lowN,regular,2
5,7,Mo287,,PACGA,0,drought,lowN,regular,2
6,7,Mo287,0,nohormone,0,drought,lowN,regular,2
1,7,Mo298,,PAC,0,drought,lowN,regular,2
2,7,Mo298,0,UCN,0,drought,lowN,regular,2
3,7,Mo298,0,PCZ,0,drought,lowN,regular,2
4,7,Mo298,4.629,GA,4.629,drought,lowN,regular,2
5,7,Mo298,,PACGA,0,drought,lowN,regular,2
6,7,Mo298,0,nohormone,0,drought,lowN,regular,2
1,7,CML103,4.08,PAC,4.08,drought,lowN,regular,2
2,7,CML103,4.149,UCN,4.149,drought,lowN,regular,2
3,7,CML103,0,PCZ,0,drought,lowN,regular,2
4,7,CML103,3.189,GA,3.189,drought,lowN,regular,2
5,7,CML103,4.168,PACGA,4.168,drought,lowN,regular,2
6,7,CML103,3.531,nohormone,3.531,drought,lowN,regular,2
1,8,Mo287,4.301,PAC,4.301,drought,lowN,dense,3
2,8,Mo287,,UCN,0,drought,lowN,dense,3
3,8,Mo287,3.437,PCZ,3.437,drought,lowN,dense,3
4,8,Mo287,,GA,0,drought,lowN,dense,3
5,8,Mo287,,PACGA,0,drought,lowN,dense,3
6,8,Mo287,4.721,nohormone,4.721,drought,lowN,dense,3
1,8,Mo298,,PAC,0,drought,lowN,dense,3
2,8,Mo298,,UCN,0,drought,lowN,dense,3
3,8,Mo298,,PCZ,0,drought,lowN,dense,3
4,8,Mo298,,GA,0,drought,lowN,dense,3
5,8,Mo298,,PACGA,0,drought,lowN,dense,3
6,8,Mo298,5.419,nohormone,5.419,drought,lowN,dense,3
1,8,CML103,2.928,PAC,2.928,drought,lowN,dense,3
2,8,CML103,0,UCN,0,drought,lowN,dense,3
3,8,CML103,3.185,PCZ,3.185,drought,lowN,dense,3
4,8,CML103,0,GA,0,drought,lowN,dense,3
5,8,CML103,4.563,PACGA,4.563,drought,lowN,dense,3
6,8,CML103,3.22,nohormone,3.22,drought,lowN,dense,3
1,7,LH132,,PAC,0,drought,lowN,regular,2
2,7,LH132,,UCN,0,drought,lowN,regular,2
3,7,LH132,,PCZ,0,drought,lowN,regular,2
4,7,LH132,,GA,0,drought,lowN,regular,2
5,7,LH132,,PACGA,0,drought,lowN,regular,2
6,7,LH132,4.776,nohormone,4.776,drought,lowN,regular,2
1,7,Mo287,0,PAC,0,drought,lowN,regular,2
2,7,Mo287,,UCN,0,drought,lowN,regular,2
3,7,Mo287,0,PCZ,0,drought,lowN,regular,2
4,7,Mo287,,GA,0,drought,lowN,regular,2
5,7,Mo287,0,PACGA,0,drought,lowN,regular,2
6,7,Mo287,4.627,nohormone,4.627,drought,lowN,regular,2
1,7,Mo17,4.276,PAC,4.276,drought,lowN,regular,2
2,7,Mo17,0.726,UCN,0.726,drought,lowN,regular,2
3,7,Mo17,3.96,PCZ,3.96,drought,lowN,regular,2
4,7,Mo17,0,GA,0,drought,lowN,regular,2
5,7,Mo17,4.418,PACGA,4.418,drought,lowN,regular,2
6,7,Mo17,4.657,nohormone,4.657,drought,lowN,regular,2
1,8,LH132,,PAC,0,drought,lowN,dense,3
2,8,LH132,,UCN,0,drought,lowN,dense,3
3,8,LH132,,PCZ,0,drought,lowN,dense,3
4,8,LH132,3.857,GA,3.857,drought,lowN,dense,3
5,8,LH132,,PACGA,0,drought,lowN,dense,3
6,8,LH132,0,nohormone,0,drought,lowN,dense,3
1,8,Mo287,,PAC,0,drought,lowN,dense,3
2,8,Mo287,,UCN,0,drought,lowN,dense,3
3,8,Mo287,,PCZ,0,drought,lowN,dense,3
4,8,Mo287,,GA,0,drought,lowN,dense,3
5,8,Mo287,,PACGA,0,drought,lowN,dense,3
6,8,Mo287,,nohormone,0,drought,lowN,dense,3
1,8,Mo17,,PAC,0,drought,lowN,dense,3
2,8,Mo17,,UCN,0,drought,lowN,dense,3
3,8,Mo17,,PCZ,0,drought,lowN,dense,3
4,8,Mo17,,GA,0,drought,lowN,dense,3
5,8,Mo17,,PACGA,0,drought,lowN,dense,3
6,8,Mo17,,nohormone,0,drought,lowN,dense,3
1,7,B73,5.037,PAC,5.037,drought,lowN,regular,2
2,7,B73,,UCN,0,drought,lowN,regular,2
3,7,B73,3.636,PCZ,3.636,drought,lowN,regular,2
4,7,B73,,GA,0,drought,lowN,regular,2
5,7,B73,,PACGA,0,drought,lowN,regular,2
6,7,B73,,nohormone,0,drought,lowN,regular,2
1,8,B73,,PAC,0,drought,lowN,dense,3
2,8,B73,,UCN,0,drought,lowN,dense,3
3,8,B73,,PCZ,0,drought,lowN,dense,3
4,8,B73,,GA,0,drought,lowN,dense,3
5,8,B73,,PACGA,0,drought,lowN,dense,3
6,8,B73,,nohormone,0,drought,lowN,dense,3
1,8,Oh43,5.507,PAC,5.507,drought,lowN,dense,3
2,8,Oh43,0,UCN,0,drought,lowN,dense,3
3,8,Oh43,,PCZ,0,drought,lowN,dense,3
4,8,Oh43,,GA,0,drought,lowN,dense,3
5,8,Oh43,,PACGA,0,drought,lowN,dense,3
6,8,Oh43,4.692,nohormone,4.692,drought,lowN,dense,3
1,7,CML103,3.691,PAC,3.691,drought,lowN,regular,2
2,7,CML103,2.996,UCN,2.996,drought,lowN,regular,2
3,7,CML103,3.523,PCZ,3.523,drought,lowN,regular,2
4,7,CML103,2.72,GA,2.72,drought,lowN,regular,2
5,7,CML103,3.057,PACGA,3.057,drought,lowN,regular,2
6,7,CML103,3.272,nohormone,3.272,drought,lowN,regular,2
1,7,Mo298,,PAC,0,drought,lowN,regular,2
2,7,Mo298,5.433,UCN,5.433,drought,lowN,regular,2
3,7,Mo298,0,PCZ,0,drought,lowN,regular,2
4,7,Mo298,3.655,GA,3.655,drought,lowN,regular,2
5,7,Mo298,,PACGA,0,drought,lowN,regular,2
6,7,Mo298,,nohormone,0,drought,lowN,regular,2
1,7,B73,,PAC,0,drought,lowN,regular,2
2,7,B73,,UCN,0,drought,lowN,regular,2
3,7,B73,4.134,PCZ,4.134,drought,lowN,regular,2
4,7,B73,4.151,GA,4.151,drought,lowN,regular,2
5,7,B73,,PACGA,0,drought,lowN,regular,2
6,7,B73,0,nohormone,0,drought,lowN,regular,2
1,8,CML103,0,PAC,0,drought,lowN,dense,3
2,8,CML103,,UCN,0,drought,lowN,dense,3
3,8,CML103,4.894,PCZ,4.894,drought,lowN,dense,3
4,8,CML103,,GA,0,drought,lowN,dense,3
5,8,CML103,,PACGA,0,drought,lowN,dense,3
6,8,CML103,0,nohormone,0,drought,lowN,dense,3
1,8,Mo298,,PAC,0,drought,lowN,dense,3
2,8,Mo298,,UCN,0,drought,lowN,dense,3
3,8,Mo298,,PCZ,0,drought,lowN,dense,3
4,8,Mo298,,GA,0,drought,lowN,dense,3
5,8,Mo298,,PACGA,0,drought,lowN,dense,3
6,8,Mo298,,nohormone,0,drought,lowN,dense,3
1,8,B73,,PAC,0,drought,lowN,dense,3
2,8,B73,,UCN,0,drought,lowN,dense,3
3,8,B73,,PCZ,0,drought,lowN,dense,3
4,8,B73,,GA,0,drought,lowN,dense,3
5,8,B73,,PACGA,0,drought,lowN,dense,3
6,8,B73,,nohormone,0,drought,lowN,dense,3
1,7,Mo017,3.38,PAC,3.38,drought,lowN,regular,2
2,7,Mo017,4.167,UCN,4.167,drought,lowN,regular,2
3,7,Mo017,,PCZ,0,drought,lowN,regular,2
4,7,Mo017,3.356,GA,3.356,drought,lowN,regular,2
5,7,Mo017,,PACGA,0,drought,lowN,regular,2
6,7,Mo017,0,nohormone,0,drought,lowN,regular,2
1,7,Mo360,3.444,PAC,3.444,drought,lowN,regular,2
2,7,Mo360,3.72,UCN,3.72,drought,lowN,regular,2
3,7,Mo360,,PCZ,0,drought,lowN,regular,2
4,7,Mo360,,GA,0,drought,lowN,regular,2
5,7,Mo360,4.241,PACGA,4.241,drought,lowN,regular,2
6,7,Mo360,3.859,nohormone,3.859,drought,lowN,regular,2
1,7,B73,,PAC,0,drought,lowN,regular,2
2,7,B73,,UCN,0,drought,lowN,regular,2
3,7,B73,,PCZ,0,drought,lowN,regular,2
4,7,B73,,GA,0,drought,lowN,regular,2
5,7,B73,,PACGA,0,drought,lowN,regular,2
6,7,B73,4.483,nohormone,4.483,drought,lowN,regular,2
1,8,Mo017,,PAC,0,drought,lowN,dense,3
2,8,Mo017,,UCN,0,drought,lowN,dense,3
3,8,Mo017,,PCZ,0,drought,lowN,dense,3
4,8,Mo017,,GA,0,drought,lowN,dense,3
5,8,Mo017,,PACGA,0,drought,lowN,dense,3
6,8,Mo017,3.511,nohormone,3.511,drought,lowN,dense,3
1,8,Mo360,3.578,PAC,3.578,drought,lowN,dense,3
2,8,Mo360,0,UCN,0,drought,lowN,dense,3
3,8,Mo360,,PCZ,0,drought,lowN,dense,3
4,8,Mo360,3.33,GA,3.33,drought,lowN,dense,3
5,8,Mo360,0,PACGA,0,drought,lowN,dense,3
6,8,Mo360,3.095,nohormone,3.095,drought,lowN,dense,3
1,8,B73,,PAC,0,drought,lowN,dense,3
2,8,B73,,UCN,0,drought,lowN,dense,3
3,8,B73,,PCZ,0,drought,lowN,dense,3
4,8,B73,,GA,0,drought,lowN,dense,3
5,8,B73,,PACGA,0,drought,lowN,dense,3
6,8,B73,0,nohormone,0,drought,lowN,dense,3
1,7,Mo298,0,PAC,0,drought,lowN,regular,2
2,7,Mo298,,UCN,0,drought,lowN,regular,2
3,7,Mo298,,PCZ,0,drought,lowN,regular,2
4,7,Mo298,,GA,0,drought,lowN,regular,2
5,7,Mo298,,PACGA,0,drought,lowN,regular,2
6,7,Mo298,0,nohormone,0,drought,lowN,regular,2
1,7,Mo017,3.319,PAC,3.319,drought,lowN,regular,2
2,7,Mo017,,UCN,0,drought,lowN,regular,2
3,7,Mo017,0,PCZ,0,drought,lowN,regular,2
4,7,Mo017,0,GA,0,drought,lowN,regular,2
5,7,Mo017,3.813,PACGA,3.813,drought,lowN,regular,2
6,7,Mo017,3.778,nohormone,3.778,drought,lowN,regular,2
1,8,Mo298,,PAC,0,drought,lowN,dense,3
2,8,Mo298,,UCN,0,drought,lowN,dense,3
3,8,Mo298,,PCZ,0,drought,lowN,dense,3
4,8,Mo298,,GA,0,drought,lowN,dense,3
5,8,Mo298,,PACGA,0,drought,lowN,dense,3
6,8,Mo298,,nohormone,0,drought,lowN,dense,3
1,8,Mo017,0,PAC,0,drought,lowN,dense,3
2,8,Mo017,0,UCN,0,drought,lowN,dense,3
3,8,Mo017,,PCZ,0,drought,lowN,dense,3
4,8,Mo017,,GA,0,drought,lowN,dense,3
5,8,Mo017,,PACGA,0,drought,lowN,dense,3
6,8,Mo017,,nohormone,0,drought,lowN,dense,3
1,7,B73,4.839,PAC,4.839,drought,lowN,regular,2
2,7,B73,,UCN,0,drought,lowN,regular,2
3,7,B73,,PCZ,0,drought,lowN,regular,2
4,7,B73,,GA,0,drought,lowN,regular,2
5,7,B73,,PACGA,0,drought,lowN,regular,2
6,7,B73,5.759,nohormone,5.759,drought,lowN,regular,2
1,7,Mo287,,PAC,0,drought,lowN,regular,2
2,7,Mo287,,UCN,0,drought,lowN,regular,2
3,7,Mo287,0,PCZ,0,drought,lowN,regular,2
4,7,Mo287,,GA,0,drought,lowN,regular,2
5,7,Mo287,0,PACGA,0,drought,lowN,regular,2
6,7,Mo287,,nohormone,0,drought,lowN,regular,2
1,7,Mo17,,PAC,0,drought,lowN,regular,2
2,7,Mo17,3.76,UCN,3.76,drought,lowN,regular,2
3,7,Mo17,0,PCZ,0,drought,lowN,regular,2
4,7,Mo17,,GA,0,drought,lowN,regular,2
5,7,Mo17,,PACGA,0,drought,lowN,regular,2
6,7,Mo17,,nohormone,0,drought,lowN,regular,2
1,8,B73,,PAC,0,drought,lowN,dense,3
2,8,B73,,UCN,0,drought,lowN,dense,3
3,8,B73,,PCZ,0,drought,lowN,dense,3
4,8,B73,,GA,0,drought,lowN,dense,3
5,8,B73,,PACGA,0,drought,lowN,dense,3
6,8,B73,0,nohormone,0,drought,lowN,dense,3
1,8,Mo287,,PAC,0,drought,lowN,dense,3
2,8,Mo287,,UCN,0,drought,lowN,dense,3
3,8,Mo287,,PCZ,0,drought,lowN,dense,3
4,8,Mo287,,GA,0,drought,lowN,dense,3
5,8,Mo287,,PACGA,0,drought,lowN,dense,3
6,8,Mo287,4.695,nohormone,4.695,drought,lowN,dense,3
1,8,Mo17,,PAC,0,drought,lowN,dense,3
2,8,Mo17,0,UCN,0,drought,lowN,dense,3
3,8,Mo17,,PCZ,0,drought,lowN,dense,3
4,8,Mo17,,GA,0,drought,lowN,dense,3
5,8,Mo17,,PACGA,0,drought,lowN,dense,3
6,8,Mo17,0,nohormone,0,drought,lowN,dense,3
1,7,Oh43,4.422,PAC,4.422,drought,lowN,regular,2
2,7,Oh43,,UCN,0,drought,lowN,regular,2
3,7,Oh43,,PCZ,0,drought,lowN,regular,2
4,7,Oh43,0,GA,0,drought,lowN,regular,2
5,7,Oh43,,PACGA,0,drought,lowN,regular,2
6,7,Oh43,,nohormone,0,drought,lowN,regular,2
1,7,Mo276,0,PAC,0,drought,lowN,regular,2
2,7,Mo276,0,UCN,0,drought,lowN,regular,2
3,7,Mo276,0,PCZ,0,drought,lowN,regular,2
4,7,Mo276,,GA,0,drought,lowN,regular,2
5,7,Mo276,0,PACGA,0,drought,lowN,regular,2
6,7,Mo276,4.506,nohormone,4.506,drought,lowN,regular,2
1,7,LH132,3.997,PAC,3.997,drought,lowN,regular,2
2,7,LH132,,UCN,0,drought,lowN,regular,2
3,7,LH132,,PCZ,0,drought,lowN,regular,2
4,7,LH132,,GA,0,drought,lowN,regular,2
5,7,LH132,,PACGA,0,drought,lowN,regular,2
6,7,LH132,,nohormone,0,drought,lowN,regular,2
1,8,Mo276,,PAC,0,drought,lowN,dense,3
2,8,Mo276,,UCN,0,drought,lowN,dense,3
3,8,Mo276,,PCZ,0,drought,lowN,dense,3
4,8,Mo276,,GA,0,drought,lowN,dense,3
5,8,Mo276,,PACGA,0,drought,lowN,dense,3
6,8,Mo276,3.614,nohormone,3.614,drought,lowN,dense,3
1,8,LH132,,PAC,0,drought,lowN,dense,3
2,8,LH132,,UCN,0,drought,lowN,dense,3
